focus,manager,functional.bucket,location,level,num.reports.FTE,num.reports.managers,min.depth,max.depth,mean.depth,sd.depth,is.leaf,layer,num.dist.levels,manager.level,equal.dyads,align.dyads,misalign.dyads,loc.entropy,loc.herfindahl,tenure.total,tenure.manager,IsDirector,IsVP,num.dir.total.reports,org.FTE.size,org.total.size,org.FTE.yrly.growth,avg.tenure,avg.level,avg.depth,avg.span,perc.managers.single.FTE,perc.managers.two.FTE,ratio.VP.to.FTE,ratio.Dir.to.FTE,ratio.SWE.to.PM,ratio.UX.to.PM,ratio.TechPM.to.PM,num.locs,perc.manager.coloc,num.lonely.FTE,direct.report.satisfaction,VP.DIR.vision,count.VP.DIR.vision,VP.DIR.decisions,count.VP.DIR.decisions,org.climate.satisfaction,count.org.climate.satisfaction,org.climate.strong.performance,org.climate.avg.performance,avg.time.in.level,avg.promo.rate
Shakeisha,Shawanda,engineering,AU-SYD,5,8,0,1,1,1,0,1,7,1,7,0,8,0,0,1,6,4,0,0,8,9,10,-0.18,3.2,4.1,8.9,8,0,0,0,0,0,0,0,1,1,0,0.94,0,0,0,0,0.88,8,0.6,0.4,1.8,0
Shakeita,Rolando,engineering,US-BVE,6,8,0,1,1,1,0,1,6,1,7,0,8,0,0,1,9.4,5.4,0,0,8,9,9,0.5,6,4.4,7.9,8,0,0,0,0,0,0,0,1,1,0,0.86,0,0,0,0,1,6,0.5,0.5,2.9,0.1
Shakeya,Heber,product management,UK-LON,5,2,0,1,1,1,0,1,5,1,7,0,2,0,0,1,6.9,0.6,0,0,3,3,4,2,4.5,4.3,6.7,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.3,0.7,1.9,0
Shakeyda,Nelia,ux team,US-SFO,6,6,0,1,1,1,0,1,5,1,8,0,6,0,0,1,8.3,1.4,0,0,6,7,7,0.75,3.8,4.4,6.9,6,0,0,0,0,0,0,0,2,0.14,0,1,0,0,0,0,1,4,0.6,0.4,1.9,0
Shakyra,Luna,engineering,US-BVE,5,12,0,1,1,1,0,1,5,1,7,0,12,0,0,1,8.6,2.1,0,0,15,13,19,0.44,4.7,4,6.9,12,0,0,0,0,0,0,0,1,1,0,0.91,0,0,0,0,0.67,9,0.4,0.6,2,0
Shalece,Horace,product management,US-SFO,7,1,0,1,1,1,0,1,5,1,9,0,1,0,0,1,2.1,1.2,0,0,1,2,2,0,3.6,6,6.5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.4,0
Shallen,Jenness,engineering,UK-LON,5,2,0,1,1,1,0,1,6,1,6,0,2,0,0,1,5.6,0.4,0,0,2,3,3,2,2.9,3.7,7.7,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.6,0.4,1.8,0
Shamara,Josemiguel,product management,US-SFO,7,8,0,1,1,1,0,1,6,1,8,0,8,0,0,1,10,5,0,0,8,9,10,0.29,3.5,4.9,7.9,8,0,0,0,0,0,0,0,2,0.67,0,0.87,0,0,0,0,0.71,7,0.4,0.6,1.5,0.2
Shamarr,Evelia,product management,TW-TPE,4,15,1,2,2,2,0,0,7,1,5,1,7,0,0,1,2.2,2.2,0,0,15,23,23,4.75,2.3,2.8,9.3,11,0,0,0,0,0,0,0,1,1,0,0.71,0,0,0,0,0.68,19,0.5,0.5,2.2,0
Shandy,Emmeline,ux team,US-SFO,5,1,0,1,1,1,0,1,5,1,8,0,1,0,0,1,5.6,1.3,0,0,1,2,2,0,3.5,4,6.5,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.8,0.3,2.9,0
Shane,Natascha,research,US-SFO,6,3,0,1,1,1,0,1,7,1,8,0,3,0,0,1,7.8,3.2,0,0,3,4,4,1,5.6,4.5,8.8,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0.9,0.1,3.3,0
Shanea,Chalet,product management,US-SFO,7,6,2,2,2,2,0,0,5,2,8,0,5,0,1.584962501,0.333333333,5.5,5.5,0,0,6,10,13,0.67,6,4.4,7.2,3,0.33,0.33,0,0,0,0,0,4,0.7,0,0.9,0,0,0,0,0.75,12,0.6,0.4,2.7,0.1
Shanean,Claudine,operations,US-SFO,6,2,0,1,1,1,0,1,5,1,7,0,2,0,0,1,1.8,1.4,0,0,6,3,7,-0.4,2.4,5.3,6.7,2,0,1,0,0,0,0,0,2,0.67,1,0,0,0,0,0,0,0,0.8,0.2,1.6,0.2
Shaneice,Jennylee,engineering,US-SFO,6,9,2,2,2,2,0,0,4,1,8,2,11,0,0,1,4.1,4,0,0,9,21,25,0.5,4.7,4.5,6.5,6.7,0,0,0,0,0,0,0,1,1,0,0.98,0,0,0,0,0.89,19,0.6,0.4,2.3,0.1
Shanele,Tawanna,product management,US-SFO,9,7,3,4,5,4.333333333,0.577350269,0,4,5,9,0,152,0,0,1,12.7,8.6,1,0,7,234,246,0.04,5.1,4.5,8.4,6.7,0,0.03,0,59,0,0,0,5,0.95,0,0.93,0.7278,180,0.743,179,0.84,212,0.64,0.35,2.6,0.09
Shanelle,Moua,engineering,UK-LON,5,6,0,1,1,1,0,1,5,1,8,0,6,0,0,1,1.6,1.4,0,0,6,7,7,0.75,3.4,4,6.9,6,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.7,0.3,2.3,0
Shanice,Debby,product management,US-SFO,9,7,5,2,4,2.6,0.894427191,0,3,4,11,0,24,0,0,1,12.3,8.7,1,0,7,34,50,-0.48,5.5,5.5,6.2,3.7,0.11,0.22,0,11,0,4,0,5,0.88,1,0.95,0.7188,32,0.7576,33,0.94,34,0.67,0.33,2.1,0.13
Shanieka,Jeanpaul,engineering,US-SFO,7,6,0,1,1,1,0,1,5,1,8,0,6,0,0,1,10,6.6,0,0,6,7,7,6,4.8,5.3,6.9,6,0,0,0,0,0,0,0,2,0.71,0,0,0,0,0,0,1,4,0.5,0.5,2.4,0.1
Shannell,Mckinley,engineering,TW-TPE,6,16,1,2,2,2,0,0,6,2,7,0,4,0,0,1,8,1.5,0,0,16,20,20,0.67,4.8,4.1,8.1,9.5,0,0,0,0,0,0,0,1,1,0,0.92,0,0,0,0,0.91,11,0.4,0.5,3.1,0.1
Shannelle,Brandonn,operations,US-SFO,7,5,1,2,2,2,0,0,5,2,8,0,6,0,0,1,11.8,6.3,0,0,9,11,27,0.1,6.9,5.2,7.4,5,0,0,0,0,0,0,0,4,0.73,0,0.92,0,0,0,0,0.86,7,0.6,0.4,2.6,0.1
Shaquanta,Valeriano,product management,UK-LON,5,2,0,1,1,1,0,1,5,1,7,0,2,0,0,1,3.9,0.9,0,0,2,3,3,2,4.3,5,6.7,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.6,0.4,3,0
Sharalee,Carola,engineering,US-SFO,6,8,0,1,1,1,0,1,6,1,8,0,8,0,0,1,5.6,5.2,0,0,8,9,9,0.29,2.5,4,7.9,8,0,0,0,0,0,0,0,1,1,0,0.97,0,0,0,0,1,8,0.6,0.3,1.8,0.1
Sharicka,Shaw,product management,US-SFO,6,8,0,1,1,1,0,1,6,1,7,0,8,0,0,1,5.9,3.6,0,0,8,9,9,0,6.3,5.3,7.9,8,0,0,0,0,0,0,0,2,0.89,0,0.99,0,0,0,0,0.88,8,0.8,0.2,2.9,0.2
Sharika,Celesta,engineering,US-SFO,6,3,0,1,1,1,0,1,7,1,7,0,3,0,0,1,6.8,0.5,0,0,3,4,4,3,3.3,4.3,8.8,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0.7,0.3,1.4,0.2
Sharisse,Heber,product management,ES-MAD,5,2,0,1,1,1,0,1,5,1,7,0,2,0,0,1,8.6,0.5,0,0,2,3,3,2,3.2,4.7,6.7,2,0,1,0,0,0,0,0,2,0.33,0,0,0,0,0,0,0,0,1,0,1.2,0
Sharita,Haskell,product management,US-SFO,7,9,3,2,2,2,0,0,4,3,8,0,16,0,0,1,9.7,6.5,0,0,9,23,23,0.15,3.5,4.5,6.5,5.5,0,0,0,0,0,0,0,2,0.87,0,0.91,0,0,0,0,0.91,23,0.7,0.3,1.8,0.1
Sharmaine,Cinque,engineering,US-NYC,7,7,0,1,1,1,0,1,5,1,7,0,7,0,0,1,17.4,14,0,0,7,8,8,0,7,4.8,6.9,7,0,0,0,0,0,0,0,1,1,0,0.97,0,0,0,0,0.86,7,0.8,0.3,3.6,0.1
Sharna,Rhianon,product management,US-SFO,7,6,2,2,2,2,0,0,5,3,9,0,5,0,1.584962501,0.333333333,1.5,1.5,0,0,6,10,10,0.25,4.3,4.4,7.2,3,0.33,0.33,0,0,0,0,0,5,0.6,0,0.83,0,0,0,0,1,8,0.6,0.4,2.3,0
Sharolyn,Valeriano,product management,UK-LON,5,2,0,1,1,1,0,1,5,1,7,0,2,0,0,1,6.3,2,0,0,2,3,3,-0.25,5,4.7,6.7,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.8,0.2,1.4,0.3
Sharona,Jamey,research,US-SFO,7,7,2,2,2,2,0,0,5,2,9,0,8,0,0,1,0,0,0,0,8,14,15,0,1.7,3.9,7.4,4.3,0,0.33,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.6,0.4,1.4,0
Sharonda,Tachelle,product management,UK-LON,5,3,0,1,1,1,0,1,5,1,7,0,3,0,0,1,6,0.8,0,0,6,4,7,3,5.1,4,6.8,3,0,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0,0,0,0.6,0.1,2.4,0
Sharra,Jetta,engineering,TW-TPE,5,10,0,1,1,1,0,1,8,1,5,0,10,0,0,1,2.2,2.2,0,0,10,11,11,0.1,2.1,3.7,9.9,10,0,0,0,0,0,0,0,2,0.91,0,0.99,0,0,0,0,1,9,0.6,0.5,1.4,0.3
Sharronda,Elise,ux team,US-SFO,5,4,0,1,1,1,0,1,6,1,7,0,4,0,0,1,6.3,3.7,0,0,5,5,6,-0.29,6.4,4.8,7.8,4,0,0,0,0,0,0,0,2,0.8,0,0.99,0,0,0,0,0,0,0.8,0.2,4.5,0
Shateema,Jerzy,product management,US-SFO,7,5,0,1,1,1,0,1,3,1,10,0,5,0,0,1,7.9,7.9,0,0,5,6,10,0,4.8,5.7,4.8,5,0,0,0,0,0,0,0,3,0.5,0,0.97,0,0,0,0,0,0,0.8,0.2,3.9,0.1
Shauntia,Anabelle,engineering,US-SFO,5,6,0,1,1,1,0,1,6,1,7,0,6,0,0,1,7,2,0,0,6,7,7,0.75,5.4,4.7,7.9,6,0,0,0,0,0,0,0,1,1,0,0.97,0,0,0,0,0,0,0.5,0.4,2.9,0
Shauntrice,Takita,engineering,TW-TPE,5,6,0,1,1,1,0,1,7,1,6,0,6,0,0,1,2.2,2.2,0,0,6,7,7,0,2.3,3.6,8.9,6,0,0,0,0,0,0,0,2,0.71,0,1,0,0,0,0,1,6,0.4,0.6,1.5,0.3
Shavaun,Shanice,operations,US-SFO,7,4,0,1,1,1,0,1,4,1,9,0,4,0,0,1,2.6,2.5,0,0,4,5,5,4,2.6,5.8,5.8,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0.4,0.6,1.6,0.1
Shaw,Orvil,product management,US-SFO,7,5,3,2,2,2,0,0,5,2,9,0,19,0,0.811278124,0.625,7.6,5.5,0,0,7,22,28,0.1,6.8,5.1,7.7,5.3,0,0.25,0,0,0,0,0,3,0.91,0,0.87,0,0,0,0,0.81,16,0.8,0.2,3.1,0.2
Shawanda,Neha,product management,AU-SYD,7,7,6,2,3,2.166666667,0.40824829,0,6,3,8,0,36,0,0,1,11.7,8.7,0,0,7,42,43,0.4,4.1,4.1,8.9,4.6,0,0.22,0,0,0,0,0,1,1,0,0.94,0,0,0,0,0.97,35,0.53,0.47,2.4,0.03
Shaylyn,Taurus,engineering,US-SFO,6,12,0,1,1,1,0,1,7,1,7,0,12,0,0,1,7.5,2.3,0,0,12,13,13,0.3,4.7,4.2,8.9,12,0,0,0,0,0,0,0,1,1,0,0.99,0,0,0,0,1,9,0.8,0.2,2.9,0
Sheika,Lauro,engineering,TW-TPE,4,3,0,1,1,1,0,1,8,1,5,0,3,0,0,1,2.2,2,0,0,3,4,4,-0.2,2.3,3.5,9.8,3,0,0,0,0,0,0,0,1,1,0,0.72,0,0,0,0,0.67,3,0.5,0.4,2,0.1
Shekia,Celesta,engineering,US-SFO,6,10,0,1,1,1,0,1,7,1,7,0,10,0,0,1,8.3,4,0,0,10,11,12,0.38,5,4.3,8.9,10,0,0,0,0,0,0,0,1,1,0,0.72,0,0,0,0,0.89,9,0.8,0.2,2.5,0.1
Shekira,Sheritta,product management,US-SFO,6,10,1,2,2,2,0,0,5,2,9,0,3,0,0,1,0.6,0.5,0,0,10,13,14,0,6.6,5.2,7.1,6,0,0.5,0,0,0,0,0,4,0.62,0,0.94,0,0,0,0,1,7,0.7,0.3,4.3,0
Shelda,Raffaela,engineering,US-SFO,6,11,0,1,1,1,0,1,6,1,7,0,11,0,0,1,6.2,3.2,0,0,11,12,13,-0.08,3.9,4.3,7.9,11,0,0,0,0,0,0,0,1,1,0,0.98,0,0,0,0,0.89,9,0.7,0.3,2.2,0.1
Shereese,Sulaiman,product management,US-SFO,6,12,0,1,1,1,0,1,7,1,7,0,12,0,0,1,8.2,3.8,0,0,12,13,17,-0.58,4.6,4.2,8.9,12,0,0,0,0,0,0,0,2,0.92,0,0.97,0,0,0,0,1,9,0.8,0.3,2.9,0
Sherie,Akil,engineering,CA-WAT,6,4,0,1,1,1,0,1,5,1,8,0,4,0,0,1,9,5.9,0,0,4,5,5,4,5.6,4.6,6.8,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.6,0.4,2.8,0
Sherina,Jenson,product management,US-SFO,8,7,5,2,3,2.2,0.447213595,0,5,4,8,0,39,0,1.298794941,0.46875,0.1,0.1,1,0,7,46,50,0,6.3,4.8,8,5.6,0.13,0,0,46,0,0,0,6,0.89,0,0.9,0,0,0,0,0,0,0.72,0.27,3.8,0.1
Sherisse,Lenell,engineering,UK-LON,6,6,1,2,2,2,0,0,6,2,8,0,3,0,0,1,11.4,1.5,0,0,6,9,10,0.13,4,3.9,8.1,4,0,0.5,0,0,0,0,0,1,1,0,0.96,0,0,0,0,0.88,8,0.6,0.4,2.2,0.1
Sheritta,Silvina,product management,US-SFO,9,12,11,3,4,3.454545455,0.522232968,0,4,5,9,11,210,0,1.384257638,0.478298611,10,9.8,1,0,12,349,387,0.42,4.6,4.6,7.8,7.3,0,0.08,0,87,0,0,0,18,0.85,1,0.93,0.8526,190,0.8396,187,0.91,237,0.6,0.39,2.6,0.07
Sherlonda,Tekia,engineering,CN-PEK,6,14,0,1,1,1,0,1,4,1,9,0,14,0,0,1,7.9,3.7,0,0,14,15,17,0.88,5.7,5.3,5.9,14,0,0,0,0,0,0,0,2,0.53,0,0.98,0,0,0,0,1,7,0.6,0.4,2.2,0.1
Sheronda,Louis,product management,US-SFO,8,10,0,1,1,1,0,1,3,1,11,0,10,0,0,1,10.8,10.8,1,0,10,11,11,0,5.4,5,4.9,10,0,0,0,11,0,0,0,1,1,0,1,0.6667,9,1,9,1,9,0.7,0.3,2.2,0.1
Sherra,Tene,product management,TW-TPE,5,5,3,2,2,2,0,0,7,2,8,0,12,0,0,1,2.2,2.2,0,0,5,15,15,0.15,2.3,3.5,9.5,3.5,0,0,0,0,0,0,0,2,0.8,0,0.97,0,0,0,0,0.86,14,0.7,0.2,1.9,0.1
Sherrell,Storm,operations,US-SFO,6,4,0,1,1,1,0,1,6,1,8,0,4,0,0,1,6.6,3.7,0,0,4,5,8,-0.17,4.6,5.2,7.8,4,0,0,0,0,0,0,0,3,0.4,0,0.8,0,0,0,0,0.8,5,0.4,0.6,2.2,0.1
Shikara,Danika,engineering,US-SFO,6,5,0,1,1,1,0,1,6,1,7,0,5,0,0,1,9.7,4.4,0,0,5,6,6,0,6.5,5,7.8,5,0,0,0,0,0,0,0,1,1,0,0.92,0,0,0,0,1,3,0.8,0.3,3.2,0.1
Shila,Takeshia,engineering,TW-TPE,4,4,0,1,1,1,0,1,7,1,5,0,4,0,0,1,2.2,0.3,0,0,4,5,5,4,2.3,3.2,8.8,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.7,0.3,2.1,0.1
Shilah,Viktor,engineering,US-SAN,6,2,0,1,1,1,0,1,6,1,7,0,2,0,0,1,7.7,1.7,0,0,2,3,3,0,4.7,5,7.7,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.3,0.7,1.9,0.2
Shirita,Sheritta,engineering,US-SFO,7,14,2,2,2,2,0,0,5,2,9,0,12,0,0,1,9.5,3.8,0,0,14,25,25,0.19,4.9,4.8,7.4,8,0,0,0,0,0,0,0,6,0.72,0,0.97,0,0,0,0,0.88,16,0.8,0.2,3.1,0.1
Shirley,Barry,engineering,AU-SYD,6,7,0,1,1,1,0,1,7,1,7,0,7,0,0,1,5,1.4,0,0,7,8,8,0.6,3.7,4,8.9,7,0,0,0,0,0,0,0,1,1,0,0.96,0,0,0,0,1,6,0.5,0.5,2.4,0.1
Shiva,Uriel,product management,US-SFO,8,6,2,2,3,2.5,0.707106781,0,4,3,9,2,43,0,1.459147917,0.388888889,2.5,2.5,1,0,6,52,64,0.08,6.2,4.7,7.4,8.5,0,0,0,52,0,0,0,3,0.96,0,0.92,0.9574,47,0.9348,46,0.96,49,0.69,0.31,2.6,0.13
Shley,Abdallah,ux team,US-SFO,5,2,0,1,1,1,0,1,6,1,7,0,2,0,0,1,4.5,2.2,0,0,2,3,3,2,5.9,4.7,7.7,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.7,0.3,3.4,0
Shondra,Lakeithia,ux team,US-SFO,6,4,0,1,1,1,0,1,5,1,8,0,4,0,0,1,7.4,3.9,0,0,7,5,8,-0.29,3.8,4.2,6.8,4,0,0,0,0,0,0,0,1,1,0,0.68,0,0,0,0,0.8,5,0.6,0.4,2.6,0
Shondria,Cinque,engineering,US-SFO,5,6,0,1,1,1,0,1,5,1,7,0,6,0,0,1,11.6,3.2,0,0,6,7,7,1.33,6.1,4.1,6.9,6,0,0,0,0,0,0,0,2,0.71,0,0,0,0,0,0,0,0,0.7,0.2,4.4,0
Shone,Ernie,product management,JP-TOK,7,7,0,1,1,1,0,1,6,1,8,0,7,0,0,1,12.1,9.3,0,0,10,8,11,1,5.9,5.5,7.9,7,0,0,0,0,0,0,0,3,0.38,0,0,0,0,0,0,0,0,0.6,0.4,3.5,0.1
Shunda,Jontae,engineering,US-SFO,8,3,2,2,2,2,0,0,4,3,9,0,7,0,0,1,4.2,3.8,1,0,3,9,10,0,5.4,5.6,6.4,2.7,0.33,0,0,9,0,0,0,1,1,0,1,0.875,8,1,8,1,8,0.8,0.2,3.5,0
Shyanna,Ashleen,advocates,US-RES,7,3,0,1,1,1,0,1,5,1,7,0,3,0,0,1,6,6,0,0,3,4,4,-0.2,4.1,6,6.8,3,0,0,0,0,0,0,0,3,0,0,0.97,0,0,0,0,1,3,0.5,0.5,3,0.1
Silvina,Jeanine,product management,US-SFO,9,5,5,3,6,4.6,1.140175425,0,3,5,11,24,541,0,1.559865343,0.462083333,12.6,12.4,1,0,5,822,907,136,4.6,4.5,7.9,6.7,0.05,0.09,0,69,14.9,0.6,1.3,30,0.82,2,0.92,0.6154,104,0.6737,95,0.9,629,0.62,0.37,2.6,0.07
Simon,Marianna,support,US-SFO,5,2,0,1,1,1,0,1,6,1,7,0,2,0,0,1,4.9,0.6,0,0,2,3,3,2,6.8,5,7.7,2,0,1,0,0,0,0,0,2,0.33,0,0,0,0,0,0,0,0,0.3,0.7,3.1,0.2
Simona,Claudine,operations,UK-LON,7,4,0,1,1,1,0,1,5,1,7,0,4,0,0,1,6.9,2.4,0,0,4,5,5,0,5.5,5.4,6.8,4,0,0,0,0,0,0,0,1,0.8,0,1,0,0,0,0,1,5,0.4,0.5,2,0.1
Skipper,Mikah,engineering,US-CAM,6,4,0,1,1,1,0,1,7,1,7,0,4,0,0,1,6,1.5,0,0,4,5,5,0,3.9,4.2,8.8,4,0,0,0,0,0,0,0,1,1,0,0.92,0,0,0,0,1,3,0.4,0.6,2.1,0
Sonia,Abdallah,ux team,US-SFO,5,1,0,1,1,1,0,1,6,1,7,0,1,0,0,1,5.6,1.4,0,0,1,2,2,0,3.8,4,7.5,1,1,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0.8,0.3,1.7,0
Sophea,Temekia,engineering,US-SFO,7,2,0,1,1,1,0,1,6,1,8,0,2,0,0,1,14.9,5.6,0,0,2,3,3,2,7.1,5,7.7,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.2,0.8,2,0
Sora,Janmichael,engineering,US-SFO,7,2,2,2,3,2.5,0.707106781,0,5,2,9,1,20,0,0,1,10.5,7.9,0,0,2,25,26,0,4.9,4.6,8.2,4.8,0,0.2,0,0,0,0,0,2,0.92,0,0.87,0,0,0,0,0.84,19,0.7,0.3,2.5,0.1
Special,Estefany,product management,US-LAX,6,3,0,1,1,1,0,1,7,1,6,0,3,0,0,1,0.5,0.5,0,0,3,4,4,0,3.8,4.8,8.8,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5,0.5,2.7,0.2
Srah,Saquan,operations,US-SFO,6,1,0,1,1,1,0,1,4,1,8,0,1,0,0,1,7,1.4,0,0,3,2,4,-0.33,5.3,5,5.5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5,0.5,2.3,0.3
Stacey,Felipe,engineering,CN-PEK,5,3,0,1,1,1,0,1,7,1,6,0,3,0,0,1,9.5,0.4,0,0,3,4,4,3,4.4,4,8.8,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.9,0.1,2,0.1
Starlett,Marisa,product management,US-SFO,8,8,6,2,4,2.666666667,0.816496581,0,4,4,10,1,42,0,0.391243564,0.857988166,3.9,3.6,1,0,8,71,78,0.06,3.4,4.8,7.5,5,0.07,0.14,0,71,0,0,0,4,0.85,0,0.85,0.7358,53,0.7959,49,0.85,61,0.65,0.35,2,0.07
Starlyn,Jevin,product management,UK-LON,8,5,3,3,3,3,0,0,4,3,9,1,52,0,0,1,14.9,8.9,1,0,5,65,74,-0.19,4.5,4.6,7.6,8,0,0.25,0,65,0,0,0,4,0.94,0,0.87,0.7297,37,0.6471,34,0.84,51,0.53,0.46,2.4,0.03
Starlynn,Latieka,product management,US-SFO,7,6,5,2,3,2.4,0.547722558,0,5,3,8,0,34,0,0.954434003,0.53125,7.7,5,0,0,6,52,59,0.13,5.9,4.4,8,6.4,0,0,0,0,0,0,0,6,0.65,0,0.93,0,0,0,0,0.9,42,0.63,0.37,3.2,0.07
Stefanos,Jarmall,engineering,US-SFO,6,7,3,2,2,2,0,0,4,1,9,3,16,0,0,1,13,3.7,0,0,7,24,44,0.6,5.7,4.3,6.6,5.8,0,0,0,0,0,0,0,4,0.79,0,0.78,0,0,0,0,0.79,19,0.5,0.5,3.3,0
Steffon,Mieisha,product management,US-SFO,8,8,3,2,2,2,0,0,5,2,8,0,17,0,0,1,9.9,2.7,1,0,8,23,46,4.75,4.4,4.7,7.6,5.5,0,0.25,0,23,0,0,1.2,3,0.91,0,0.92,0.75,4,0.75,4,0.75,4,0.6,0.4,2.4,0.1
Stephaie,Chelci,engineering,US-BVE,6,3,3,2,3,2.333333333,0.577350269,0,6,2,7,3,30,0,0,1,14.2,3.7,0,0,3,43,44,1.05,3.9,4.1,9,8.4,0,0,0,0,0,0,0,2,0.95,0,0.89,0,0,0,0,0.84,19,0.57,0.42,2.6,0.04
Stephanee,Perez,product management,US-NYC,5,3,0,1,1,1,0,1,4,1,8,0,3,0,0,1,6,0.6,0,0,5,4,6,3,3.8,4,5.8,3,0,0,0,0,0,0,0,3,0.5,0,0,0,0,0,0,0,0,0.8,0.2,2.1,0
Stephannie,Tito,executive,US-SFO,10,6,5,2,5,3.6,1.140175425,0,3,6,12,6,157,0,1.627209286,0.430237401,12.9,10.9,0,1,6,190,278,0.02,5,5.1,7.3,3.9,0.14,0.1,190,19,0,0,0,9,0.72,0,0.87,0.5732,164,0.6387,155,0.82,179,0.57,0.42,2.5,0.05
Stevee,Chelci,product management,US-CAM,6,4,0,1,1,1,0,1,6,1,7,0,4,0,0,1,5.8,1.3,0,0,5,5,6,0,5.8,5,7.8,4,0,0,0,0,0,0,0,4,0,0,0.73,0,0,0,0,1,3,0.6,0.4,4.9,0
Stori,Nzinga,product management,UK-LON,9,5,1,2,2,2,0,0,4,2,10,0,7,0,0,1,0.4,0.4,1,0,5,12,12,0,4.8,6,6.4,5.5,0,0,0,12,0,0,0,1,0.92,0,0.96,0,0,0,0,0.75,8,0.8,0.2,2,0.2
Storm,Rhianon,operations,US-SFO,8,4,4,2,2,2,0,0,5,3,9,0,25,0,0,1,4.4,4.3,1,0,4,26,43,0,5.1,5.1,7.8,5,0,0,0,26,0,0,0,3,0.77,0,0.78,0.2632,19,0.3684,19,0.71,21,0.6,0.4,2.9,0
Stormi,Danyale,engineering,UK-LON,6,13,0,1,1,1,0,1,6,1,7,0,13,0,0,1,9.3,6.3,0,0,13,14,15,0.08,4.5,4.4,7.9,13,0,0,0,0,0,0,0,3,0.86,0,0.7,0,0,0,0,0.6,10,0.4,0.6,2,0.1
Stven,Tene,engineering,TW-TPE,5,6,1,2,2,2,0,0,7,2,8,0,5,0,0,1,2.2,2.2,0,0,6,11,19,-0.15,2.3,2.5,9.3,5,0,0,0,0,0,0,0,2,0.73,0,0.9,0,0,0,0,0.9,10,0.6,0.4,2.2,0
Sulaiman,Cahterine,engineering,US-SFO,7,3,2,2,3,2.5,0.707106781,0,6,3,8,0,24,0,0,1,6.8,4.4,0,0,3,37,41,0.85,4.7,4.4,9.1,7.2,0,0,0,0,0,0,0,2,0.97,0,0.96,0,0,0,0,0.91,32,0.73,0.27,2.5,0.09
Sultana,Latice,product management,US-SFO,6,3,0,1,1,1,0,1,6,1,7,0,3,0,0,1,3.9,3.2,0,0,3,4,4,0,2.5,4.8,7.8,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0.6,0.4,2,0
Suma,Casaundra,product management,US-SFO,6,12,0,1,1,1,0,1,7,1,7,0,12,0,0,1,3,2.5,0,0,13,13,28,0.18,4.4,4,8.9,12,0,0,0,0,0,0,0,1,1,0,0.92,0,0,0,0,0.8,10,0.6,0.4,2.6,0.1
Sumayah,Sherisse,engineering,UK-LON,5,2,0,1,1,1,0,1,7,1,6,0,2,0,0,1,9.3,0.3,0,0,2,3,3,2,4,3.7,8.7,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5,0.5,3.6,0
Suri,Celesta,engineering,US-SFO,6,6,0,1,1,1,0,1,7,1,7,0,6,0,0,1,5.5,1.5,0,0,6,7,7,0.4,3.4,4.4,8.9,6,0,0,0,0,0,0,0,1,1,0,0.97,0,0,0,0,0.8,5,0.6,0.4,1.1,0.3
Susanne,Kareem,product management,US-SFO,7,6,4,2,2,2,0,0,5,2,8,0,21,0,0,1,5.9,5.3,0,0,8,24,31,0.09,2.8,4.7,7.7,4.6,0,0,0,0,0,0,0,4,0.54,0,0.98,0,0,0,0,1,20,0.9,0.2,1.8,0.2
Suzann,Caitlan,product management,US-SFO,6,12,0,1,1,1,0,1,5,1,7,0,12,0,0,1,3.5,2.9,0,0,12,13,13,0,3.7,4.2,6.9,12,0,0,0,0,0,0,0,3,0.69,0,0,0,0,0,0,0.73,11,0.6,0.4,3,0
